url;classes;filename
trafo.hypotheses.org/2525;pluridisciplinarité_d, sciences sociales interdisciplinaires_d, études régionales_d, sociologie_t, sociologie des religions_t, information_t, histoire culturelle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/59655;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
lvrafz.hypotheses.org/1468;pluridisciplinarité_d, information_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
medienbildung.hypotheses.org/8099;éducation_d, éducation spécialisée_d, travail social_d, sociologie_t, édition électronique_t, histoire et sociologie des médias_t, éducation_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
reichwein.hypotheses.org/2012;histoire et archéologie_d, histoire des sciences_t, 1945-1989_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
zakunibonn.hypotheses.org/433;histoire_d, psychologie_d, histoire_t, psychisme_t, psychologie_t, méthodes de traitement et de représentation_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
mittelalter.hypotheses.org/8182;humanités pluridisciplinaires_d, religions_d, histoire_d, sociologie_d, histoire_t, histoire sociale_t, histoire intellectuelle_t, moyen âge_t, haut moyen âge_t, bas moyen âge_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/34865;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
adngwdng.hypotheses.org/16;histoire_d, histoire politique_t, historiographie_t, xxe siècle_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
frueheneuzeit.hypotheses.org/1775;histoire et archéologie_d, histoire_t, époque moderne_t, xviie siècle_t, xviiie siècle_t, révolution française_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
texperimentales.hypotheses.org/205;linguistique appliquée_d, langue et linguistique_d, langage_t, linguistique_t, information_t, sciences de l'information_t, digital humanities_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
leibnizarc.hypotheses.org/224;éducation_d, histoire et archéologie_d, sciences de l'information et bibliothéconomie_d, études des sciences_t, histoire industrielle_t, histoire de l'art_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
djgd.hypotheses.org/532;histoire_d, histoire_t, digital humanities_t, xxe siècle_t, prospectives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/8487;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
erinnerung.hypotheses.org/105;histoire et archéologie_d, histoire_t, xxe siècle_t, prospectives_t, europe_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
bioeg.hypotheses.org/248;histoire et archéologie_d, histoire_d, histoire_t, sciences auxiliaires de l'histoire_t, europe centrale et orientale_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/12921;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
reichwein.hypotheses.org/1564;histoire et archéologie_d, histoire des sciences_t, 1945-1989_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/56038;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/62932;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
zeitraeume.hypotheses.org/151;histoire_d, histoire industrielle_t, histoire sociale_t, édition électronique_t, digital humanities_t, époque contemporaine_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/6576;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
amuc.hypotheses.org/895;humanités pluridisciplinaires_d, histoire_d, histoire_t, représentations_t, patrimoine_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/8147;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/10885;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/5318;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/14890;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
dkblog.hypotheses.org/635;histoire_d, histoire_t, époque moderne_t, xviie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
musicaroma.hypotheses.org/609;musique_d, histoire_d, histoire_t, histoire culturelle_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/4121;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archive20.hypotheses.org/2804;pluridisciplinarité_d, sciences sociales interdisciplinaires_d, histoire_t, information_t, patrimoine_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archives.hypotheses.org/376;histoire_d, communication_d, patrimoine_t, digital humanities_t, moyen âge_t, époque moderne_t, france_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
moraleconomy.hypotheses.org/238;histoire et archéologie_d, histoire_d, histoire économique_t, histoire sociale_t, prospectives_t, france_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
ordensgeschichte.hypotheses.org/10652;arts et humanités_d, humanités pluridisciplinaires_d, histoire et archéologie_d, histoire et philosophie des sciences_d, histoire_t, haut moyen âge_t, bas moyen âge_t, xviie siècle_t, xviiie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
mittelalter.hypotheses.org/8244;humanités pluridisciplinaires_d, religions_d, histoire_d, sociologie_d, histoire_t, histoire sociale_t, histoire intellectuelle_t, moyen âge_t, haut moyen âge_t, bas moyen âge_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/7576;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
barblog.hypotheses.org/918;sciences sociales interdisciplinaires_d, sciences politiques_d, sociologie_d, anthropologie politique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
vgdrp.hypotheses.org/96;éducation_d, histoire des sciences sociales_d, histoire_t, histoire économique_t, histoire industrielle_t, histoire urbaine_t, histoire sociale_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/6878;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
medienbildung.hypotheses.org/7617;éducation_d, éducation spécialisée_d, travail social_d, sociologie_t, édition électronique_t, histoire et sociologie des médias_t, éducation_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/14347;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/6801;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
mindthegaps.hypotheses.org/2227;études asiatiques_d, histoire_d, histoire_t, histoire culturelle_t, asie_t, chine_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
histbav.hypotheses.org/3776;humanités pluridisciplinaires_d, histoire_d, pluridisciplinarité_d, histoire_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/61505;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/4709;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
grammata.hypotheses.org/753;études anciennes_d, religions_d, littérature_d, religions_t, littératures_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archive20.hypotheses.org/3260;pluridisciplinarité_d, sciences sociales interdisciplinaires_d, histoire_t, information_t, patrimoine_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
games.hypotheses.org/377;arts et humanités_d, humanités pluridisciplinaires_d, psychologie expérimentale_d, sciences cognitives_t, psychisme_t, psychologie_t, représentations_t, histoire de l'art_t, études visuelles_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
zakunibonn.hypotheses.org/299;histoire_d, psychologie_d, histoire_t, psychisme_t, psychologie_t, méthodes de traitement et de représentation_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
europhilomem.hypotheses.org/1058;philosophie_d, philosophie_t, histoire intellectuelle_t, xxe siècle_t, prospectives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
erinnern.hypotheses.org/183;éducation et sciences de l'éducation_d, histoire_d, histoire_t, éducation_t, 1918-1939_t, 1939-1945_t, 1945-1989_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
dighist.hypotheses.org/1158;histoire_d, sciences sociales interdisciplinaires_d, études sur la famille_d, sociologie_d, histoire urbaine_t, histoire sociale_t, europe centrale et orientale_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
bereschitrabba.hypotheses.org/418;arts et humanités_d, religions_d, langue et linguistique_d, religions_t, histoire des religions_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/9528;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/9988;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/11602;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/2547;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
rhad.hypotheses.org/51;histoire_d, histoire des sciences sociales_d, histoire_t, époque moderne_t, révolution française_t, xviie siècle_t, xviiie siècle_t, prospectives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
pophistory.hypotheses.org/403;humanités pluridisciplinaires_d, histoire et archéologie_d, sociologie de la culture_t, histoire sociale_t, histoire culturelle_t, époque contemporaine_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/57182;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/13945;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/3055;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/583;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
bereschitrabba.hypotheses.org/361;arts et humanités_d, religions_d, langue et linguistique_d, religions_t, histoire des religions_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
tagebuch.hypotheses.org/376;histoire et archéologie_d, histoire_d, histoire_t, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/13355;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
histbav.hypotheses.org/5077;humanités pluridisciplinaires_d, histoire_d, pluridisciplinarité_d, histoire_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/11230;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/14064;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/1738;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
histbav.hypotheses.org/2885;humanités pluridisciplinaires_d, histoire_d, pluridisciplinarité_d, histoire_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/10909;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
etatsocial.hypotheses.org/735;histoire_d, histoire des sciences sociales_d, sociologie_d, économie_d, sociologie du travail_t, âges de la vie_t, xxe siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
francofil.hypotheses.org/3439;pluridisciplinarité_d, sciences sociales interdisciplinaires_d, histoire_t, épistémologie et méthodes_t, approches de corpus_t, enquêtes_t, archives_t, france_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
francofil.hypotheses.org/4721;pluridisciplinarité_d, sciences sociales interdisciplinaires_d, histoire_t, épistémologie et méthodes_t, approches de corpus_t, enquêtes_t, archives_t, france_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
kulturgut.hypotheses.org/253;humanités pluridisciplinaires_d, études des sciences_t, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
nomoi.hypotheses.org/844;arts et humanités_d, anthropologie politique_t, histoire du droit_t, histoire intellectuelle_t, histoire de l'art_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivlinz.hypotheses.org/888;histoire et archéologie_d, histoire_d, histoire urbaine_t, 1914-1918_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
kinder.hypotheses.org/1261;éducation et sciences de l'éducation_d, études sur la famille_d, âges de la vie_t, sciences de l'éducation_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/10765;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/9802;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
histbav.hypotheses.org/4186;humanités pluridisciplinaires_d, histoire_d, pluridisciplinarité_d, histoire_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
histbav.hypotheses.org/2874;humanités pluridisciplinaires_d, histoire_d, pluridisciplinarité_d, histoire_t, monde germanique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivamt.hypotheses.org/3832;communication_d, pluridisciplinarité_d, sciences sociales interdisciplinaires_d, information_t, sciences de l'information_t, représentations_t, patrimoine_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
soziologieblog.hypotheses.org/5196;sciences sociales interdisciplinaires_d, sociologie et anthropologie_d, sociologie du travail_t, sociologie urbaine_t, sociologie de la culture_t, sociologie économique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
1914lvr.hypotheses.org/1233;sciences politiques_d, histoire_t, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/3302;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
coop.hypotheses.org/655;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire urbaine_t, information_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/2248;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/5881;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
dislab.hypotheses.org/784;sciences sociales interdisciplinaires_d, langue et linguistique_d, sociologie des sciences_t, linguistique_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
dhdhi.hypotheses.org/2023;histoire et archéologie_d, histoire_t, épistémologie et méthodes_t, digital humanities_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/20284;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/60516;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
intersex.hypotheses.org/956;histoire_d, biomédecine_d, étude des genres_t, histoire des sciences_t, histoire_t, histoire du droit_t, moyen âge_t, xxie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
1914lvr.hypotheses.org/482;sciences politiques_d, histoire_t, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/7008;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
erinnerung.hypotheses.org/416;histoire et archéologie_d, histoire_t, xxe siècle_t, prospectives_t, europe_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/4180;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
grk1678.hypotheses.org/155;arts et humanités_d, humanités pluridisciplinaires_d, histoire et philosophie des sciences_d, pluridisciplinarité_d, philosophie_t, littératures_t, histoire culturelle_t, histoire de l'art_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/11664;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/2507;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/12696;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/13573;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/11353;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/59979;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/34807;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/59918;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivalia.hypotheses.org/3866;histoire et archéologie_d, sciences sociales interdisciplinaires_d, histoire_t, approches de corpus_t, enquêtes_t, archives_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
games.hypotheses.org/318;arts et humanités_d, humanités pluridisciplinaires_d, psychologie expérimentale_d, sciences cognitives_t, psychisme_t, psychologie_t, représentations_t, histoire de l'art_t, études visuelles_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
speyermemo.hypotheses.org/2803;histoire_d, pluridisciplinarité_d, sciences sociales interdisciplinaires_d, sociologie de la culture_t, histoire_t, 1939-1945_t, europe_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
hofordnung.hypotheses.org/116;arts et humanités_d, histoire et archéologie_d, histoire sociale_t, xvie siècle_t, xviie siècle_t, xviiie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
bereschitrabba.hypotheses.org/1201;arts et humanités_d, religions_d, langue et linguistique_d, religions_t, histoire des religions_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
gra.hypotheses.org/930;arts et humanités_d, communication_d, sciences de l'information et bibliothéconomie_d, représentations_t, histoire culturelle_t, histoire de l'art_t, études visuelles_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
frueheneuzeit.hypotheses.org/1394;histoire et archéologie_d, histoire_t, époque moderne_t, xviie siècle_t, xviiie siècle_t, révolution française_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
intersex.hypotheses.org/2867;histoire_d, biomédecine_d, étude des genres_t, histoire des sciences_t, histoire_t, histoire du droit_t, moyen âge_t, xxie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
grammata.hypotheses.org/2369;études anciennes_d, religions_d, littérature_d, religions_t, littératures_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
archivewk1.hypotheses.org/2304;histoire_d, époque contemporaine_t, 1914-1918_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
ordensgeschichte.hypotheses.org/5992;arts et humanités_d, humanités pluridisciplinaires_d, histoire et archéologie_d, histoire et philosophie des sciences_d, histoire_t, haut moyen âge_t, bas moyen âge_t, xviie siècle_t, xviiie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
ordensgeschichte.hypotheses.org/1427;arts et humanités_d, humanités pluridisciplinaires_d, histoire et archéologie_d, histoire et philosophie des sciences_d, histoire_t, haut moyen âge_t, bas moyen âge_t, xviie siècle_t, xviiie siècle_t;Datasets/all_labels_train_scikit-learn_sparse_matrix.npz
