ockenheim_360;de;N/A;80;N/A;2014-04-06;N/A;ockenheim;360;http://ockenheim.hypotheses.org/360;In eigener Sache: ISSN 2198-848X
archivalia_6586;de;Klaus Graf;193;N/A;2013-07-23;N/A;archivalia;6586;http://archivalia.hypotheses.org/6586;Österreichische Franziskaner verscherbeln provenienztragende frühneuzeitliche Drucke
archivalia_56476;de;Klaus Graf;85;N/A;2016-05-17;N/A;archivalia;56476;http://archivalia.hypotheses.org/56476;UB Mainz forderte Handschriften und Autographen von der Stadtbibliothek zurück
archivewk1_9415;de;Stadtarchiv Goch;60;N/A;2015-03-04;N/A;archivewk1;9415;http://archivewk1.hypotheses.org/9415;4. März 1915
archivewk1_26293;de;Stadtarchiv Düsseldorf;482;N/A;2016-11-19;N/A;archivewk1;26293;http://archivewk1.hypotheses.org/26293;19. November 1916
medienbildung_184;de;Christine Nowak;92;N/A;2012-10-15;N/A;medienbildung;184;http://medienbildung.hypotheses.org/184;Facebook-Seminar
archivalia_10700;de;Klaus Graf;154;N/A;2011-11-15;N/A;archivalia;10700;http://archivalia.hypotheses.org/10700;Sichtbarmachung des kulturellen Erbes im Internet nur briefmarkengroß und mit Wasserzeichen?
mittelalter_2228;de;Nils Bock;963;N/A;2013-09-16;CC;mittelalter;2228;http://mittelalter.hypotheses.org/2228;Der internationale französische Veranstaltungskalender “Calenda” im Überblick September 2013
bereschitrabba_190;de;Susanne Plietzsch;189;N/A;2012-05-15;N/A;bereschitrabba;190;http://bereschitrabba.hypotheses.org/190;(K)ein guter Platz zum Bauen? (BerR 1,5, 2. Teil)
archivewk1_20383;de;Stadtarchiv Troisdorf;69;N/A;2016-01-23;N/A;archivewk1;20383;http://archivewk1.hypotheses.org/20383;23. Januar 1916
archivewk1_1101;de;Stadtarchiv Goch;70;N/A;2014-08-10;N/A;archivewk1;1101;http://archivewk1.hypotheses.org/1101;10. August 1914
dkblog_441;de;Michael Kaiser;482;N/A;2014-05-06;N/A;dkblog;441;http://dkblog.hypotheses.org/441;Torstensson und der Religionskrieg
archivalia_62906;de;Klaus Graf;89;N/A;2017-02-04;N/A;archivalia;62906;http://archivalia.hypotheses.org/62906;Bilder aus dem DFG-Viewer herunterladen
archivewk1_33798;de;Stadtarchiv Solingen;191;N/A;2016-12-16;N/A;archivewk1;33798;http://archivewk1.hypotheses.org/33798;16. Dezember 1916
archivalia_14638;de;Klaus Graf;201;N/A;2011-01-04;N/A;archivalia;14638;http://archivalia.hypotheses.org/14638;Bundesverfassungsgericht stärkt Meinungsfreiheit
archivalia_52513;de;Klaus Graf;69;N/A;2015-12-12;N/A;archivalia;52513;http://archivalia.hypotheses.org/52513;Wieso bekommt Archive NRW seinen Server nicht in den Griff?
archivalia_62410;de;Klaus Graf;1265;N/A;2017-01-14;N/A;archivalia;62410;http://archivalia.hypotheses.org/62410;Die Handschriften des Görres-Gymnasiums in Düsseldorf
archives_697;de;Joachim Kemper;162;N/A;2014-04-28;N/A;archives;697;http://archives.hypotheses.org/697;Aus der Digitalisierungspipeline: Kaiser Sigismund
archivamt_2758;de;nrezgui;379;N/A;2015-11-09;N/A;archivamt;2758;http://archivamt.hypotheses.org/2758;Tanzturnier als Heiltherapie
archivewk1_28654;de;Stadtarchiv Bergisch Gladbach;263;N/A;2016-09-28;N/A;archivewk1;28654;http://archivewk1.hypotheses.org/28654;28. September 1916
irhis_6944;de;Nordoc'Archéo;212;N/A;2013-03-18;N/A;irhis;6944;http://irhis.hypotheses.org/6944;Personenlexikon zur christlichen archäologie
archivewk1_30378;de;Stadtarchiv Troisdorf;58;N/A;2016-12-17;N/A;archivewk1;30378;http://archivewk1.hypotheses.org/30378;17. Dezember 1916
archivewk1_18471;de;Stadtarchiv Solingen;159;N/A;2015-11-22;N/A;archivewk1;18471;http://archivewk1.hypotheses.org/18471;22. November 1915
archivewk1_29820;de;Stadtarchiv Solingen;174;N/A;2016-08-04;N/A;archivewk1;29820;http://archivewk1.hypotheses.org/29820;4. August 1916
dhtg_198;de;dhtg;53;N/A;2015-04-14;N/A;dhtg;198;http://dhtg.hypotheses.org/198;Digitale Quellen: Bereitstellung und Nutzung #digigw15
archivalia_3598;de;Klaus Graf;800;N/A;2014-08-18;N/A;archivalia;3598;http://archivalia.hypotheses.org/3598;Notiz über die (ehemaligen) Handschriften der Aulendorfer Bibliothek des Hauses Königsegg
archivalia_10775;de;Klaus Graf;147;N/A;2011-11-06;N/A;archivalia;10775;http://archivalia.hypotheses.org/10775;Kritik an der Onleihe
texperimentales_1297;de;Jürgen Hermes;702;N/A;2015-04-10;CC;texperimentales;1297;http://texperimentales.hypotheses.org/1297;DH-Kolloquium I – Onkel Rick erzählt vom Krieg
archivewk1_23317;de;Stadtarchiv Düsseldorf;1059;N/A;2016-06-11;N/A;archivewk1;23317;http://archivewk1.hypotheses.org/23317;11. Juni 1916
archivalia_13087;de;Klaus Graf;77;N/A;2011-04-13;N/A;archivalia;13087;http://archivalia.hypotheses.org/13087;Schreibkalender
grandeguerre_410;de;dhiparis;411;call;2012-03-05;N/A;grandeguerre;410;http://grandeguerre.hypotheses.org/410;Call for Papers für die Sommeruniversität »Conflict Studies« und Neue Militärgeschichte. Neue Perspektiven auf das »Zeitalter der Weltkriege 1914-1945«
archivewk1_10807;de;Stadtarchiv Solingen;119;N/A;2015-03-16;N/A;archivewk1;10807;http://archivewk1.hypotheses.org/10807;16. März 1915
ockenheim_343;de;N/A;796;N/A;2014-03-26;N/A;ockenheim;343;http://ockenheim.hypotheses.org/343;Datenauswertung in practise
netzwerk_1129;de;Redaktion;1048;N/A;2012-01-28;N/A;netzwerk;1129;http://netzwerk.hypotheses.org/1129;Junge Hamburger Geschichtswissenschaft – Zur Geschichte einer Vortragsreihe
bioeg_1585;de;Institut für Österreichische Geschichtsforschung;249;N/A;2016-04-07;N/A;bioeg;1585;http://bioeg.hypotheses.org/1585;196. Institutsseminar: Peter Rauscher, Andrea Serles, Zwischen Edition und Interpretation – Die Erschließung handelsgeschichtlicher Quellen im österreichischen Donauraum (18. 4. 2016)
archivalia_13278;de;Klaus Graf;402;N/A;2011-03-31;N/A;archivalia;13278;http://archivalia.hypotheses.org/13278;Zur angeblichen Nichtzitierfähigkeit von den „Rolf Schmidt“-Büchern
redaktionsblog_2875;de;redaktionsteam;1182;N/A;2015-07-03;CC;redaktionsblog;2875;http://redaktionsblog.hypotheses.org/2875;Guck mal, wer da bloggt 17! Blogs bei de.hypotheses.org
oberrhein_534;de;Johannes Waldschütz;1031;N/A;2014-07-18;N/A;oberrhein;534;http://oberrhein.hypotheses.org/534;Ausstellungsrezension: Ritterturnier – Geschichte einer Festkultur im Schaffhauser Allerheiligenmuseum
archivewk1_16171;de;Stadtarchiv Hilden;297;N/A;2015-08-03;N/A;archivewk1;16171;http://archivewk1.hypotheses.org/16171;3. August 1915
fnzinfo_358;de;Mario Döberl;2174;N/A;2015-03-16;N/A;fnzinfo;358;http://fnzinfo.hypotheses.org/358;Rezension: Claudia Meckel: Kutschen, Schlitten, Sänften
mittelalter_4394;de;Carolin Grimm;3575;N/A;2014-10-01;CC;mittelalter;4394;http://mittelalter.hypotheses.org/4394;Rezensionsüberblick September 2014
medienbildung_5619;de;Natalie Kiesler;385;N/A;2014-02-27;N/A;medienbildung;5619;http://medienbildung.hypotheses.org/5619;Digitaler Toolkasten – 02/2014
archive20_3437;de;wolf;118;N/A;2016-07-01;N/A;archive20;3437;http://archive20.hypotheses.org/3437;#ArchivHimmel: oder warum Web 2.0 im Archiv Spaß macht
archivewk1_29095;de;Stadtarchiv Solingen;152;N/A;2016-09-19;N/A;archivewk1;29095;http://archivewk1.hypotheses.org/29095;19. September 1916
medienbildung_3173;de;audiand;467;N/A;2013-11-23;N/A;medienbildung;3173;http://medienbildung.hypotheses.org/3173;JIM-Studie 2012: Woher erfährst du normalerweise von Musik?
archives_278;de;wagner;61;N/A;2013-03-19;N/A;archives;278;http://archives.hypotheses.org/278;Europa wächst durch den Austausch seiner Vergangenheit
archivalia_12428;de;wolfthomas;651;N/A;2011-06-02;N/A;archivalia;12428;http://archivalia.hypotheses.org/12428;Projekt: „wissen&museum: Archiv – Exponat – Evidenz“
archivalia_12704;de;Klaus Graf;373;N/A;2011-05-15;N/A;archivalia;12704;http://archivalia.hypotheses.org/12704;Das Klarsichthüllenproblem
amuc_1859;de;Esther-Julia Howell, IfZ-Archiv;393;N/A;2016-03-21;N/A;amuc;1859;http://amuc.hypotheses.org/1859;Verbesserte Online-Datenbank des IfZ-Archivs freigeschaltet
ordensgeschichte_6527;de;Maria Rottler;53;N/A;2014-01-21;N/A;ordensgeschichte;6527;http://ordensgeschichte.hypotheses.org/6527;Kloster und Identität. 2. interdisziplinäres Kolloquium organisiert von der Fachkommission Geschichte Kloster Muri
archive20_2764;de;Elisabeth Steiger;455;N/A;2015-11-28;N/A;archive20;2764;http://archive20.hypotheses.org/2764;Social Media in Bibliotheken. Besuch bei Digital Immigrants (Prof. Dr. Hans-Christoph Hobohm) – Vorschau: Offene Archive 2.2 (13)
archivalia_10460;de;Klaus Graf;1180;N/A;2011-12-11;N/A;archivalia;10460;http://archivalia.hypotheses.org/10460;"""Die Tauler zugeschriebene Allegorie """"Es ist ein hoher Berg"""""""
archivalia_12911;de;Klaus Graf;851;N/A;2011-04-28;N/A;archivalia;12911;http://archivalia.hypotheses.org/12911;Unbekannte Märenhandschrift bei Reiss
reichtum_231;de;N/A;198;N/A;2013-09-08;N/A;reichtum;231;http://reichtum.hypotheses.org/231;Emotionen und Wirtschaftsethik – ein Einwurf
grammaticalia_707;de;Julie Damaggio;342;N/A;2014-02-20;N/A;grammaticalia;707;http://grammaticalia.hypotheses.org/707;L’ortografia e i suoi poteri, Frankfurt 2013
kinder_789;de;Helen Knauf;1288;N/A;2015-08-26;N/A;kinder;789;http://kinder.hypotheses.org/789;Von der richtigen und von der falschen Computernutzung
dislab_1147;de;Johanna Meyer;173;N/A;2015-11-28;N/A;dislab;1147;http://dislab.hypotheses.org/1147;Was gerade passiert …
archivalia_4798;de;wolfthomas;453;N/A;2014-03-21;N/A;archivalia;4798;http://archivalia.hypotheses.org/4798;Pom­mer­sches Lan­des­mu­se­um er­wirbt Brie­fe von Cas­par Da­vid Frie­drich
ordensgeschichte_1490;de;Björn Gebert;117;N/A;2012-12-04;N/A;ordensgeschichte;1490;http://ordensgeschichte.hypotheses.org/1490;Vortrag: Gestickte Altarbilder – zur Funktion von Textilbildern in Frauenklöstern
erinnern_169;de;Redaktion;128;N/A;2015-03-18;N/A;erinnern;169;http://erinnern.hypotheses.org/169;Studie über die Darstellung von „Ausländern, Fremden und Migranten“ in Schulbüchern
1914lvr_885;de;Andrea Rönz M.A.;109;N/A;2013-12-03;N/A;1914lvr;885;http://1914lvr.hypotheses.org/885;Vortrag: Albert Kahn und Les Archives de la planète
archivalia_8698;de;Klaus Graf;85;N/A;2012-09-11;N/A;archivalia;8698;http://archivalia.hypotheses.org/8698;Abmahnungen bei CC-Lizenzen
musicaroma_795;de;Markus Engelhardt;479;N/A;2016-09-24;N/A;musicaroma;795;http://musicaroma.hypotheses.org/795;Fusionieren in Zeiten des Orchestersterbens
19jhdhip_2466;de;Mareike König;257;N/A;2015-10-20;CC;19jhdhip;2466;http://19jhdhip.hypotheses.org/2466;Prozessunterlagen Louis-Pierre Louvel (Attentat auf den Duc de Berry 1820) online
archivalia_12326;de;Klaus Graf;62;N/A;2011-06-11;N/A;archivalia;12326;http://archivalia.hypotheses.org/12326;Unterlagen von Karl Friedrich Arend Scheller im Stadtarchiv Braunschweig
wenhua_1561;de;Georg Lehner;204;N/A;2015-03-19;N/A;wenhua;1561;http://wenhua.hypotheses.org/1561;Die alternativen Schreibungen chinesischer Zahlzeichen
geschichtsadmin_272;de;N/A;396;N/A;2014-09-16;N/A;geschichtsadmin;272;http://geschichtsadmin.hypotheses.org/272;Online Self Assessments
archivalia_8350;de;Klaus Graf;81;N/A;2012-11-01;N/A;archivalia;8350;http://archivalia.hypotheses.org/8350;Sundine
soziologieblog_7579;de;Anja Liebig;663;N/A;2014-10-27;N/A;soziologieblog;7579;http://soziologieblog.hypotheses.org/7579;Call4Papers (DNGPS): Herrschaft und Widerstand. Sozialwissenschaftliche Perspektiven auf umkämpfte Verhältnisse  (bis 31.12.2014)
archivalia_5797;de;FeliNo;55;N/A;2013-11-24;N/A;archivalia;5797;http://archivalia.hypotheses.org/5797;Vom Stundenbuch zum Stummelbuch
mittelalter_9196;de;Nils Bock;1099;N/A;2016-11-15;CC;mittelalter;9196;http://mittelalter.hypotheses.org/9196;Die internationale französische Forschungsdatenbank “Calenda” im Überblick November 2016
archivalia_10354;de;Klaus Graf;127;N/A;2011-12-27;CC;archivalia;10354;http://archivalia.hypotheses.org/10354;Bayerischer Verbundkatalog nun Open Data
gab_1531;de;Gesche Schifferdecker;154;N/A;2014-12-11;N/A;gab;1531;http://gab.hypotheses.org/1531;„Mein Wissenschaftsverständnis ist entscheidend geprägt von der Zusammenarbeit mit meinen französischen Kollegen“ – 5in10 mit Christian Wenkel vom DHI Paris
gab_2162;de;Max Weber Stiftung;335;N/A;2015-12-02;N/A;gab;2162;http://gab.hypotheses.org/2162;Stellenausschreibung: Wissenschaftliche/r Mitarbeiter/in am DHI London
dkblog_685;de;Michael Kaiser;606;N/A;2015-06-02;N/A;dkblog;685;http://dkblog.hypotheses.org/685;Tilly an der Kurie?
archivalia_10035;de;Klaus Graf;84;N/A;2012-02-02;N/A;archivalia;10035;http://archivalia.hypotheses.org/10035;Springer lässt URNs ins Leere laufen
studpro_1150;de;Studienstätte Protestantismus;227;N/A;2016-06-08;N/A;studpro;1150;http://studpro.hypotheses.org/1150;Myconius` Traum lockt 4000 Besucher in die Forschungsbibliothek Gotha
dgl_378;de;N/A;395;N/A;2012-11-16;CC;dgl;378;http://dgl.hypotheses.org/378;Protokoll | Saarbrücken | 12.11.12 | Das Internet als Raum historischen Lernens – eine Bestandsaufnahme (Waldemar Grosch)
archivalia_10276;de;wolfthomas;196;N/A;2012-01-05;N/A;archivalia;10276;http://archivalia.hypotheses.org/10276;"""Literaturtipp: """"Richtlinien zu Kulturgut und Notfallbewältigung. Tagungsband zur Frühjahrstagung 2011 der Fachgruppe """"Staatliche Archive"""" im VdA – Verband deutscher Archivarinnen und Archivare"""""""
archivalia_14125;de;Klaus Graf;424;N/A;2011-02-08;N/A;archivalia;14125;http://archivalia.hypotheses.org/14125;Wikipedia in JSTOR – de facto zitierfähig
archivalia_14670;de;wolfthomas;662;N/A;2011-01-02;N/A;archivalia;14670;http://archivalia.hypotheses.org/14670;Spring School „Digitale Edition von Archivalien und Handschriften“
archivalia_13250;de;Klaus Graf;81;N/A;2011-04-02;N/A;archivalia;13250;http://archivalia.hypotheses.org/13250;CrossRef-Monopol
tagebuch_1273;de;yvonneantoni;171;N/A;2016-01-25;N/A;tagebuch;1273;http://tagebuch.hypotheses.org/1273;25. Januar 1916
amuc_1187;de;Bettina Hasselbring, BR;120;N/A;2015-06-26;N/A;amuc;1187;http://amuc.hypotheses.org/1187;Rundfunkgeschichten von „Flucht und Vertreibung“
archivalia_8557;de;Klaus Graf;145;N/A;2012-10-02;N/A;archivalia;8557;http://archivalia.hypotheses.org/8557;Prof. Dr. Kurt Andermann neuer Honorarprofessor der Universität Freiburg
archive20_2979;de;Joachim Kemper;56;N/A;2016-01-12;N/A;archive20;2979;http://archive20.hypotheses.org/2979;Stadtgeschichte 2.0 (PDF)
zakunibonn_297;de;Sascha Foerster;319;N/A;2014-01-07;CC;zakunibonn;297;http://zakunibonn.hypotheses.org/297;4. Psychologische Ergebnisse I und II (Psy) – 4.08. Wartegg-Erzählungs-Test (Typus nach Bönisch)
histbav_1573;de;Maria Rottler;379;N/A;2014-01-30;N/A;histbav;1573;http://histbav.hypotheses.org/1573;Neues Blog zur Landesgeschichte: Mittelalter am Oberrhein. Ein Blog der Abteilung Landesgeschichte an der Albert-Ludwigs-Universität Freiburg
dighist_327;de;Redaktion;3048;N/A;2015-07-31;CC;dighist;327;http://dighist.hypotheses.org/327;Herbert Wurster: Von Archiv bis Zwang – Aufklärung im Fürstbistum Passau
archivalia_57843;de;Klaus Graf;320;N/A;2016-07-18;N/A;archivalia;57843;http://archivalia.hypotheses.org/57843;Duisburg erinnert an Stadtpatron Salvator
archivalia_57328;de;karstenkuehnel;76;N/A;2016-06-20;N/A;archivalia;57328;http://archivalia.hypotheses.org/57328;Archive und Menschenrechte
schotten_190;de;Maximilian Alexander Trofaier;131;N/A;2014-08-28;N/A;schotten;190;http://schotten.hypotheses.org/190;Neuverpackung der Urkundenreihe
dislab_1259;de;Johanna Meyer;55;call;2016-01-07;N/A;dislab;1259;http://dislab.hypotheses.org/1259;Call for Papers für Kurzentschlossene
erinnerung_48;de;Ekaterina Makhotina;992;N/A;2015-04-30;N/A;erinnerung;48;http://erinnerung.hypotheses.org/48;Ein Fest für wen? Erinnern an den Krieg in Russland
archivalia_52737;de;Klaus Graf;1207;N/A;2015-12-18;N/A;archivalia;52737;http://archivalia.hypotheses.org/52737;Karl Gottfried Scharolds Annentafel und „Der Jüngling von Doch“
gab_1449;de;Max Weber Stiftung;462;N/A;2014-10-16;N/A;gab;1449;http://gab.hypotheses.org/1449;Science Slam im Wissenschaftsjahr 2014 – Die digitale Gesellschaft
texperimentales_865;de;Jürgen Hermes;1261;N/A;2013-03-19;CC;texperimentales;865;http://texperimentales.hypotheses.org/865;Vom weltweit größten Watson-Tutorial
archivalia_7201;de;Klaus Graf;382;N/A;2013-04-15;N/A;archivalia;7201;http://archivalia.hypotheses.org/7201;Arbeiten von Hansmartin Schwarzmaier
archivalia_14598;de;wolfthomas;133;N/A;2011-01-07;N/A;archivalia;14598;http://archivalia.hypotheses.org/14598;Literaturtipp: Jens Niederhut/Uwe Zuber (Hrsg.): „Geheimschutz transparent? Verschlusssachen in staatlichen Archiven“
archivewk1_481;de;Stadtarchiv Goch;358;N/A;2014-07-28;N/A;archivewk1;481;http://archivewk1.hypotheses.org/481;28. Juli 1914
avantmusic_193;de;Julia Zupancic;1017;N/A;2014-07-18;N/A;avantmusic;193;http://avantmusic.hypotheses.org/193;Musik im Fangnetz von Politik und Ideologie – Ein Augenzeugenbericht
medienbildung_8718;de;Natalie Kiesler;1317;N/A;2016-05-03;N/A;medienbildung;8718;http://medienbildung.hypotheses.org/8718;Soziale Medien im didaktischen Hochschulkontext
winzen_271;de;Christian Günther;520;N/A;2015-04-28;CC;winzen;271;http://winzen.hypotheses.org/271;Excel als Datenbank für Visualisierung (und mehr?)
gab_750;de;Max Weber Stiftung;588;N/A;2013-05-28;N/A;gab;750;http://gab.hypotheses.org/750;Forschungsbedingungen und Digital Humanities: Welche Perspektiven hat der Nachwuchs?
archivalia_6880;de;wolfthomas;59;N/A;2013-06-07;N/A;archivalia;6880;http://archivalia.hypotheses.org/6880;Pilotportal OGD@Bund
dwgd_214;de;N/A;57;N/A;2014-04-29;N/A;dwgd;214;http://dwgd.hypotheses.org/214;Nachlese zur Tagung #gld14 | Geschichtsdidaktische Medienverständnisse
soziologieblog_8894;de;Wibke Henriette Liebhart;3300;N/A;2016-01-04;N/A;soziologieblog;8894;http://soziologieblog.hypotheses.org/8894;Bildung in der Familie oder „Weil man keine Blume ist“ – Teil 2 von Janos Mertin
archivamt_1914;de;famiblogger;159;N/A;2015-03-19;N/A;archivamt;1914;http://archivamt.hypotheses.org/1914;Stadtrundgang durch Gladbeck
archivalia_12805;de;rschreg;111;N/A;2011-05-07;N/A;archivalia;12805;http://archivalia.hypotheses.org/12805;Gefahr für mittelalterarchäologische Bodendenkmäler in Bayern
gab_2739;de;Max Weber Stiftung;1142;call;2016-07-26;N/A;gab;2739;http://gab.hypotheses.org/2739;Call for Papers: »Je ne voudrais point un négociateur de métier…« Die Identität des Diplomaten: Beruf oder »nobler Zeitvertreib«? (Spätmittelalter–19. Jh.) [DHI Paris]
beruf_351;de;Lena Krull;2132;N/A;2015-08-24;N/A;beruf;351;http://beruf.hypotheses.org/351;Historische Filmkritik: Morgenrot (1933)
wenhua_1519;de;Georg Lehner;224;N/A;2014-12-18;N/A;wenhua;1519;http://wenhua.hypotheses.org/1519;Achtung Digitalisat! Oder: Wie man vom Bloggen abgehalten werden kann …
archivalia_14383;de;Klaus Graf;225;N/A;2011-01-22;N/A;archivalia;14383;http://archivalia.hypotheses.org/14383;Wie der Geheimdienst und das Bundeskanzleramt mit einem von der Autorin erwirkten Urteil zur Herausgabe von Akten umgehen
zakunibonn_94;de;Sascha Foerster;792;N/A;2013-11-28;CC;zakunibonn;94;http://zakunibonn.hypotheses.org/94;Mögliche Forschungsziele einer reaktivierten Nachkriegskinderstudie
archivalia_61747;de;Klaus Graf;130;N/A;2016-12-22;N/A;archivalia;61747;http://archivalia.hypotheses.org/61747;Alexandra Elbakyan von „Nature“  unter die Top 10 der Wissenschaft 2016 gewählt
archivewk1_6806;de;Stadtarchiv Düsseldorf;1594;N/A;2015-01-06;N/A;archivewk1;6806;http://archivewk1.hypotheses.org/6806;6. Januar 1915
archivewk1_13312;de;Stadtarchiv Bornheim;70;N/A;2015-08-06;N/A;archivewk1;13312;http://archivewk1.hypotheses.org/13312;6. August 1915
archivewk1_18308;de;Kreisarchiv Mettmann;218;N/A;2015-10-29;N/A;archivewk1;18308;http://archivewk1.hypotheses.org/18308;29. Oktober 1915
jeunegen_135;de;Torsten Hiltmann;103;N/A;2013-01-30;N/A;jeunegen;135;http://jeunegen.hypotheses.org/135;Franck Viltart (Paris/Lille)
archivewk1_35111;de;Stadtarchiv Solingen;87;N/A;2017-01-29;N/A;archivewk1;35111;http://archivewk1.hypotheses.org/35111;29. Januar 1917
kulturgut_330;de;Klaus Graf;256;N/A;2013-12-01;N/A;kulturgut;330;http://kulturgut.hypotheses.org/330;Kulturgut versus menschliches Leid?
mittelalter_2728;de;Astrid Riedler-Pohlers;1721;N/A;2013-12-12;CC;mittelalter;2728;http://mittelalter.hypotheses.org/2728;13. Interdisziplinäre Sommerakademie des Zentrums für Mittelalter- und Renaissancestudien (ZMR) „Piraten“ an der Ludwig-Maximilians-Universität München (02. bis 06. September 2013)
archivalia_5367;de;wolfthomas;411;N/A;2014-01-10;N/A;archivalia;5367;http://archivalia.hypotheses.org/5367;Tagungsbericht: Zur Frage der Namensnennung der Münchner Opfer der NS­„Euthanasie“ in einem Gedenkbuch
studpro_821;de;Studienstätte Protestantismus;355;N/A;2016-02-17;N/A;studpro;821;http://studpro.hypotheses.org/821;Frühes Dokument zur Reformationsgeschichte entdeckt
archivewk1_6937;de;Stadtarchiv Troisdorf;123;N/A;2015-01-10;N/A;archivewk1;6937;http://archivewk1.hypotheses.org/6937;10. Januar 1915
